部数,部名,類数,類名,HSコード,大項目,中項目,小項目,細項目,微細項目,項目,単位2
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271020520,石油及び歴青油（原油を除く。）、これらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、他の項に該当するものを除く。）並びに廃油,－ 石油及び歴青油（原油を除く。）並びにこれらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すもののうち、バイオディーゼルを含有するものに限るものとし、他の号に該当するものを除く。）,－－ 潤滑油,－－－ 焼入油、作動油、防錆油その他主として潤滑の用に供しない油（絶縁油を除く。）,,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271020590,石油及び歴青油（原油を除く。）、これらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、他の項に該当するものを除く。）並びに廃油,－ 石油及び歴青油（原油を除く。）並びにこれらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すもののうち、バイオディーゼルを含有するものに限るものとし、他の号に該当するものを除く。）,－－ 潤滑油,－－－ その他のもの,,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271020600,石油及び歴青油（原油を除く。）、これらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、他の項に該当するものを除く。）並びに廃油,－ 石油及び歴青油（原油を除く。）並びにこれらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すもののうち、バイオディーゼルを含有するものに限るものとし、他の号に該当するものを除く。）,－－ グリース,,,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271020900,石油及び歴青油（原油を除く。）、これらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、他の項に該当するものを除く。）並びに廃油,－ 石油及び歴青油（原油を除く。）並びにこれらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すもののうち、バイオディーゼルを含有するものに限るものとし、他の号に該当するものを除く。）,－－ その他のもの,,,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271091000,石油及び歴青油（原油を除く。）、これらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、他の項に該当するものを除く。）並びに廃油,－ 廃油,－－ ポリ塩化ビフェニル（PCB）、ポリ塩化テルフェニル（PCT）又はポリ臭化ビフェニル（PBB）を含むもの,,,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271099000,石油及び歴青油（原油を除く。）、これらの調製品（石油又は歴青油の含有量が全重量の70％以上のもので、かつ、石油又は歴青油が基礎的な成分を成すものに限るものとし、他の項に該当するものを除く。）並びに廃油,－ 廃油,－－ その他のもの,,,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271111000,石油ガスその他のガス状炭化水素,－ 液化したもの,－－ 天然ガス,,,,MT
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271112000,石油ガスその他のガス状炭化水素,－ 液化したもの,－－ プロパン,,,,MT
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271113000,石油ガスその他のガス状炭化水素,－ 液化したもの,－－ ブタン,,,,MT
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271114000,石油ガスその他のガス状炭化水素,－ 液化したもの,－－ エチレン、プロピレン、ブチレン及びブタジエン,,,,MT
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271119000,石油ガスその他のガス状炭化水素,－ 液化したもの,－－ その他のもの,,,,MT
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271121000,石油ガスその他のガス状炭化水素,－ ガス状のもの,－－ 天然ガス,,,,MT
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271129000,石油ガスその他のガス状炭化水素,－ ガス状のもの,－－ その他のもの,,,,MT
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271210000,ペトロラタム並びにパラフィンろう、ミクロクリスタリン石油ワックス、スラックワックス、オゾケライト、モンタンろう、泥炭ろうその他の鉱物性ろう及びこれらに類する物品で合成その他の方法により得たもの（着色してあるかないかを問わない。）,－ ペトロラタム,,,,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271220000,ペトロラタム並びにパラフィンろう、ミクロクリスタリン石油ワックス、スラックワックス、オゾケライト、モンタンろう、泥炭ろうその他の鉱物性ろう及びこれらに類する物品で合成その他の方法により得たもの（着色してあるかないかを問わない。）,－ パラフィンろう（油の含有量が全重量の0.75％未満のものに限る。）,,,,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271290000,ペトロラタム並びにパラフィンろう、ミクロクリスタリン石油ワックス、スラックワックス、オゾケライト、モンタンろう、泥炭ろうその他の鉱物性ろう及びこれらに類する物品で合成その他の方法により得たもの（着色してあるかないかを問わない。）,－ その他のもの,,,,,KG
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271311000,石油コークス、石油アスファルトその他の石油又は歴青油の残留物,－ 石油コークス,－－ 焼いてないもの,,,,MT
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271312000,石油コークス、石油アスファルトその他の石油又は歴青油の残留物,－ 石油コークス,－－ 焼いたもの,,,,MT
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271320000,石油コークス、石油アスファルトその他の石油又は歴青油の残留物,－ 石油アスファルト,,,,,MT
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271390000,石油コークス、石油アスファルトその他の石油又は歴青油の残留物,－ その他の石油又は歴青油の残留物,,,,,MT
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271410000,天然ビチューメン、天然アスファルト、歴青質頁岩、油母頁岩、タールサンド、アスファルタイト及びアスファルチックロック,－ 歴青質頁岩、油母頁岩及びタールサンド,,,,,MT
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271490000,天然ビチューメン、天然アスファルト、歴青質頁岩、油母頁岩、タールサンド、アスファルタイト及びアスファルチックロック,－ その他のもの,,,,,MT
第5部,鉱物性生産品,第27類,鉱物性燃料及び鉱物油並びにこれらの蒸留物、歴青物質並びに鉱物性ろう,271500000,歴青質混合物（天然アスファルト、天然ビチューメン、石油アスファルト、鉱物性タール又は鉱物性タールピッチをもととしたものに限る。例えば、マスチック及びカットバック）,,,,,,MT
